Battery Voltage (V),Coolant Temperature (°C),DG State (),Engine Speed (RPM),Generator Avg Frequency (Hz),Generator Avg L-L Voltage (V),Generator Avg L-N Voltage (V),Generator L1 Apparent Power (kVA),Generator L1-L2 Voltage (V),Generator L1-N Voltage (V),Generator L2 Apparent Power (kVA),Generator L2-L3 Voltage (V),Generator L2-N Voltage (V),Generator L3 Apparent Power (kVA),Generator L3-L1 Voltage (V),Generator L3-N Voltage (V),Generator Total Active Power (kW),Generator Total Apparent Power (kVA),Generator Total Reactive Power (kVAR),Load Avg Current (A),Load L1 Current (A),Load L2 Current (A),Load L3 Current (A),Lube Oil Pressure (Bar),Machine Status (),Mains Avg Frequency (Hz),Mains Avg L-L Voltage (V),Mains Avg L-N Voltage (V),Mains L1-L2 Voltage (V),Mains L1-N Voltage (V),Mains L2-L3 Voltage (V),Mains L2-N Voltage (V),Mains L3-L1 Voltage (V),Mains L3-N Voltage (V),Run Hour (Hr),Maintenance
28.32,78.61,0,1499.25,50.08,416.27,240.33,178,415.69,240,175,416.56,240,179,416.56,241,426.45,532,319829.72,739.33,744,731,743,5.01,1,0,0,0,0,0,0,0,0,0,1263.35,1
28.36,78.61,0,1502.12,49.96,416.27,240.33,189,415.69,240,186,416.56,240,189,416.56,241,447.79,563,335835.7,776.33,780,769,780,5.03,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.32,78.61,0,1497.5,49.95,415.69,240,190,415.69,240,187,415.69,240,191,415.69,240,466.37,567,349777.44,809.67,814,801,814,5.01,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.32,78.61,0,1502.75,50.03,416.27,240.33,196,415.69,240,193,416.56,240,196,416.56,241,470.86,585,353139.46,816.33,820,809,820,5.01,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.32,78.61,0,1497.25,49.94,416.27,240.33,183,415.69,240,180,416.56,240,183,416.56,241,442.98,547,332232.19,768,773,761,770,5,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.36,78.67,0,1500.12,50.04,416.27,240.33,186,415.69,240,182,416.56,240,186,416.56,241,445.87,555,334395.16,773,779,764,776,5,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.36,78.61,0,1499.88,49.92,416.85,240.67,206,416.56,241,203,416.56,240,207,417.42,241,490.77,617,368082.14,849.67,853,841,855,5.01,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.36,78.56,0,1499.62,50.07,416.27,240.33,196,415.69,240,193,416.56,240,196,416.56,241,463.94,585,347948.33,804.33,809,796,808,5.07,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.44,78.56,0,1499.62,49.92,416.85,240.67,198,416.56,241,194,416.56,240,199,417.42,241,465.94,591,349454.28,806.67,811,797,812,4.97,1,0,0,0,0,0,0,0,0,0,1263.3,1
28.36,78.56,0,1498.38,50.09,416.27,240.33,186,415.69,240,183,416.56,240,187,416.56,241,443.18,556,332374.95,768.33,772,759,774,5.03,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.4,78.56,0,1502.62,49.99,417.42,241,191,417.42,241,188,417.42,241,193,417.42,241,453.08,572,339808.55,783.33,786,773,791,5,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.36,78.56,0,1499.88,50,416.27,240.33,193,415.69,240,191,416.56,240,195,416.56,241,464.91,579,348670.76,806,808,796,814,5.03,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.32,78.61,0,1500.12,49.97,416.27,240.33,193,415.69,240,190,416.56,240,194,416.56,241,463.37,577,347515.74,803.33,805,794,811,5.03,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.29,78.61,0,1497.25,49.98,415.69,240,180,415.69,240,177,415.69,240,181,415.69,240,445.44,538,334078.56,773.33,774,762,784,5.03,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.29,78.67,0,1499.25,49.99,416.27,240.33,180,415.69,240,177,416.56,240,181,416.56,241,433.76,538,325310.69,752,754,742,760,5.03,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.36,78.67,0,1497.75,50.07,415.69,240,192,415.69,240,190,415.69,240,194,415.69,240,459.46,576,344593.44,797.67,797,787,809,5.03,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.36,78.67,0,1498.12,49.98,415.69,240,193,415.69,240,191,415.69,240,195,415.69,240,457.92,578,343440,795,796,786,803,5.03,1,0,0,0,0,0,0,0,0,0,1263.25,1
28.4,78.61,0,1501.88,50.02,416.27,240.33,192,415.69,240,189,416.56,240,193,416.56,241,456.64,574,342471.69,791.67,791,781,803,4.97,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.4,78.67,0,1499.88,49.96,416.85,240.67,185,416.56,240,182,417.42,241,187,416.56,241,437.24,554,327936.94,757,758,748,765,5,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.4,78.78,0,1500.12,49.96,415.69,240,189,415.69,240,187,415.69,240,191,415.69,240,452.74,567,339552,786,785,776,797,5.03,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.36,78.83,0,1498.12,50,416.27,240.33,200,415.69,240,196,416.56,240,200,416.56,241,476.83,596,357612.48,826.67,829,817,834,5,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.36,78.78,0,1501.5,50.04,416.27,240.33,197,415.69,240,194,416.56,240,199,416.56,241,470.49,590,352853.95,815.67,817,803,827,4.98,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.32,78.67,0,1497.25,49.96,415.69,240,199,415.69,240,198,415.69,240,203,415.69,240,486.14,599,364608,844,841,835,856,4.96,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.32,78.83,0,1502.62,50.05,416.85,240.67,186,416.56,240,184,417.42,241,189,416.56,241,440.13,559,330102.97,762,758,751,777,5.03,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.32,78.89,0,1497.5,50,415.69,240,186,415.69,240,184,415.69,240,189,415.69,240,449.47,558,337102.56,780.33,779,771,791,5.01,1,0,0,0,0,0,0,0,0,0,1263.2,1
28.36,78.89,0,1500.38,50,416.27,240.33,195,415.69,240,192,416.56,240,199,416.56,241,467.99,587,350976.49,811.33,810,798,826,4.97,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.36,78.83,0,1499.5,49.91,415.69,240,192,415.69,240,189,415.69,240,194,415.69,240,460.99,575,345742.56,800.33,802,790,809,5.03,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.36,78.89,0,1497.75,50.1,416.27,240.33,195,415.69,240,191,416.56,240,197,416.56,241,453.76,582,340308.72,786.67,789,774,797,5.03,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.4,78.83,0,1500.62,50.03,415.69,240,194,415.69,240,192,415.69,240,196,415.69,240,462.34,581,346753.44,802.67,803,794,811,5,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.36,78.78,0,1499.88,49.91,415.69,240,204,415.69,240,202,415.69,240,208,415.69,240,488.26,615,366193.44,847.67,847,839,857,4.94,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.36,78.67,0,1499,49.97,415.69,240,205,415.69,240,203,415.69,240,207,415.69,240,490.37,614,367774.56,851.33,852,843,859,4.92,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.4,78.78,0,1499.5,50.02,415.69,240,193,415.69,240,191,415.69,240,195,415.69,240,468.67,580,351505.44,813.67,816,806,819,5.03,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.36,78.83,0,1499.5,49.97,415.69,240,186,415.69,240,184,415.69,240,187,415.69,240,449.47,557,337102.56,780.33,784,772,785,4.96,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.32,78.78,0,1500.62,50.1,415.69,240,190,415.69,240,188,415.69,240,193,415.69,240,456.38,571,342286.56,792.33,794,785,798,5,1,0,0,0,0,0,0,0,0,0,1263.15,1
28.36,78.83,0,1497.88,49.91,415.69,240,191,415.69,240,189,415.69,240,193,415.69,240,468.29,573,351216,813,812,807,820,4.97,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.32,78.83,0,1499.25,50,415.69,240,188,415.69,240,186,415.69,240,191,415.69,240,453.7,565,340273.44,787.67,787,781,795,4.97,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.32,78.89,0,1501,49.97,415.69,240,182,415.69,240,180,415.69,240,183,415.69,240,432.19,545,324142.56,750.33,751,743,757,4.94,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.36,79.06,0,1498.12,50.03,415.69,240,180,415.69,240,178,415.69,240,182,415.69,240,428.93,539,321697.44,744.67,745,738,751,4.96,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.36,79.06,0,1502.38,49.9,417.42,241,200,417.42,241,198,417.42,241,202,417.42,241,473.52,600,355139.05,818.67,818,812,826,4.97,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.36,79.06,0,1499.88,50.05,415.69,240,193,415.69,240,192,415.69,240,195,415.69,240,463.87,580,347902.56,805.33,805,799,812,4.93,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.4,79.17,0,1500.75,49.96,415.69,240,194,415.69,240,193,415.69,240,196,415.69,240,467.33,582,350494.56,811.33,811,805,818,4.91,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.44,79.39,0,1498.75,50.01,417.42,241,192,417.42,241,190,417.42,241,193,417.42,241,456.94,575,342702,790,790,783,797,4.97,1,0,0,0,0,0,0,0,0,0,1263.1,1
28.36,79.39,0,1501.25,49.99,416.27,240.33,195,415.69,240,194,416.56,240,198,416.56,241,466.25,587,349678.71,808.33,806,801,818,4.94,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.36,79.44,0,1499.88,49.86,415.69,240,202,415.69,240,199,415.69,240,204,415.69,240,487.49,605,365614.56,846.33,847,837,855,4.88,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.36,79.5,0,1499.25,50.03,415.69,240,199,415.69,240,196,415.69,240,201,415.69,240,477.89,596,358417.44,829.67,832,819,838,4.91,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.32,79.56,0,1501.25,49.94,416.27,240.33,204,415.69,240,201,416.56,240,206,416.56,241,485.48,611,364101.39,841.67,843,830,852,4.93,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.32,79.72,0,1497.88,50,416.27,240.33,196,415.69,240,193,416.56,240,198,416.56,241,466.25,587,349678.71,808.33,810,797,818,4.96,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.32,79.83,0,1504.62,49.97,417.42,241,196,417.42,241,194,417.42,241,199,417.42,241,462.33,590,346749.35,799.33,799,789,810,4.92,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.36,80,0,1499.62,50.08,416.27,240.33,199,415.69,240,196,416.56,240,201,416.56,241,469.91,596,352421.35,814.67,814,805,825,4.91,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.36,80.11,0,1501.62,49.92,415.69,240,201,415.69,240,199,415.69,240,204,415.69,240,483.84,604,362880,840,839,831,850,4.9,1,0,0,0,0,0,0,0,0,0,1263.05,1
28.36,80.28,0,1500.75,49.99,416.27,240.33,193,415.69,240,191,416.56,240,195,416.56,241,461.06,579,345785.36,799.33,798,790,810,4.92,1,0,0,0,0,0,0,0,0,0,1263,1
28.36,80.39,0,1501.62,50.08,416.27,240.33,197,415.69,240,195,416.56,240,199,416.56,241,476.83,591,357612.48,826.67,826,818,836,4.91,1,0,0,0,0,0,0,0,0,0,1263,1
28.4,80.39,0,1502.38,49.92,417.42,241,211,417.42,241,209,417.42,241,213,417.42,241,504.36,632,378273.6,872,869,862,885,4.81,1,0,0,0,0,0,0,0,0,0,1263,1
28.4,80.44,0,1497.5,50.03,415.69,240,211,415.69,240,208,415.69,240,213,415.69,240,516.29,632,387214.56,896.33,897,887,905,4.88,1,0,0,0,0,0,0,0,0,0,1263,1
28.4,80.44,0,1504.12,50.05,417.42,241,218,417.42,241,215,417.42,241,220,417.42,241,507.26,652,380442.6,877,877,865,889,4.93,1,0,0,0,0,0,0,0,0,0,1263,1
28.36,80.44,0,1501.5,49.96,416.85,240.67,210,416.56,240,206,417.42,241,211,416.56,241,500.58,628,375446.64,866.67,869,856,875,4.88,1,0,0,0,0,0,0,0,0,0,1263,1
28.4,80.39,0,1497.75,50.11,416.85,240.67,222,416.56,241,220,416.56,240,225,417.42,241,522.74,667,392051.43,905,905,893,917,4.9,1,0,0,0,0,0,0,0,0,0,1263,1
28.36,80.33,0,1503.5,49.99,417.42,241,228,417.42,241,226,417.42,241,230,417.42,241,543.5,683,407628.85,939.67,939,933,947,4.87,1,0,0,0,0,0,0,0,0,0,1263,1
28.32,80.33,0,1500.38,50.03,417.42,241,224,417.42,241,222,417.42,241,227,417.42,241,533.09,672,399820.45,921.67,919,913,933,4.9,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.32,80.28,0,1498.75,50.04,416.85,240.67,216,416.56,241,213,416.56,240,217,417.42,241,514.84,646,386129.5,891.33,893,883,898,4.87,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.32,80.22,0,1501.5,50.03,416.27,240.33,219,415.69,240,217,416.56,240,222,416.56,241,524.9,659,393660.54,910,908,901,921,4.85,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.36,80.22,0,1500.38,50,415.69,240,230,415.69,240,227,415.69,240,231,415.69,240,547.39,688,410542.56,950.33,951,942,958,4.88,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.36,80.11,0,1499,49.97,416.27,240.33,223,415.69,240,221,416.56,240,226,416.56,241,535.85,670,401879.83,929,930,920,937,4.91,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.4,80.06,0,1496.38,49.94,415.69,240,215,415.69,240,213,415.69,240,217,415.69,240,526.27,645,394705.44,913.67,916,905,920,4.88,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.36,80.06,0,1498.62,50.07,415.69,240,202,415.69,240,201,415.69,240,206,415.69,240,489.41,608,367057.44,849.67,850,841,858,4.91,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.36,80.22,0,1501,50.05,416.85,240.67,209,416.56,241,207,416.56,240,212,417.42,241,497.51,628,373133.32,861.33,861,853,870,4.93,1,0,0,0,0,0,0,0,0,0,1262.95,1
28.4,80.11,0,1498.75,49.92,415.69,240,208,415.69,240,207,415.69,240,212,415.69,240,506.88,627,380160,880,880,871,889,4.96,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.36,80.11,0,1499.25,50.05,416.27,240.33,212,415.69,240,210,416.56,240,215,416.56,241,509.71,637,382270.34,883.67,884,875,892,4.88,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.36,80.11,0,1499.5,49.95,415.69,240,206,415.69,240,204,415.69,240,211,415.69,240,500.54,621,375408,869,869,858,880,4.92,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.4,80.22,0,1499.62,49.94,416.27,240.33,205,415.69,240,202,416.56,240,208,416.56,241,488.75,615,366549.87,847.33,848,836,858,4.94,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.36,80.22,0,1503.5,50.01,417.42,241,222,417.42,241,220,417.42,241,226,417.42,241,515.93,669,386949.6,892,891,882,903,4.93,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.32,80.11,0,1499.88,50.03,415.69,240,221,415.69,240,219,415.69,240,224,415.69,240,534.34,664,400753.44,927.67,927,916,940,4.91,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.36,80.06,0,1497,49.84,415.69,240,218,415.69,240,215,415.69,240,221,415.69,240,525.31,654,393984,912,911,901,924,4.9,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.36,80.11,0,1499,50.03,415.69,240,200,415.69,240,197,415.69,240,203,415.69,240,490.37,600,367774.56,851.33,852,840,862,4.93,1,0,0,0,0,0,0,0,0,0,1262.9,1
28.32,80.11,0,1499.5,49.9,416.27,240.33,208,415.69,240,206,416.56,240,211,416.56,241,504.13,624,378087.16,874,882,858,882,4.94,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.32,80.06,0,1500.62,50.03,416.27,240.33,220,415.69,240,217,416.56,240,222,416.56,241,520.28,659,390199.79,902,903,892,911,4.93,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.36,80,0,1502.62,49.97,416.27,240.33,227,415.69,240,225,416.56,240,230,416.56,241,544.51,683,408368.74,944,945,935,952,4.93,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.4,79.94,0,1499,50.02,416.27,240.33,227,415.69,240,225,416.56,240,229,416.56,241,541.24,681,405915.93,938.33,938,930,947,4.93,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.4,79.83,0,1501.5,49.97,416.27,240.33,225,415.69,240,222,416.56,240,227,416.56,241,536.82,674,402602.26,930.67,931,921,940,4.91,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.4,79.72,0,1500.62,50,417.42,241,214,417.42,241,212,417.42,241,216,417.42,241,508.03,641,381019.55,878.33,877,871,887,5,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.36,79.72,0,1497.88,50.07,416.27,240.33,222,415.69,240,220,416.56,240,224,416.56,241,535.28,665,401447.23,928,927,921,936,4.98,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.36,79.67,0,1501.5,49.94,415.69,240,219,415.69,240,217,415.69,240,220,415.69,240,526.66,657,394990.56,914.33,915,908,920,4.94,1,0,0,0,0,0,0,0,0,0,1262.85,1
28.32,79.67,0,1497.88,49.88,415.69,240,214,415.69,240,212,415.69,240,215,415.69,240,513.79,641,385344,892,893,886,897,4.92,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.36,79.5,0,1501.5,49.96,415.69,240,204,415.69,240,202,415.69,240,205,415.69,240,499.78,611,374833.44,867.67,869,861,873,5.01,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.32,79.5,0,1499.5,49.91,416.85,240.67,194,416.56,241,192,416.56,240,195,417.42,241,464.78,581,348587.87,804.67,805,800,809,5,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.29,79.5,0,1501.25,50.07,416.27,240.33,208,415.69,240,204,416.56,240,208,416.56,241,490.29,620,367704.9,850,855,838,857,4.98,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.32,79.44,0,1498.62,50,416.27,240.33,196,415.69,240,194,416.56,240,197,416.56,241,469.9,587,352421.35,814.67,816,810,818,5.01,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.32,79.39,0,1497.88,50.03,415.69,240,200,415.69,240,198,415.69,240,201,415.69,240,478.27,598,358702.56,830.33,829,822,840,5.03,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.36,79.33,0,1501,49.96,415.69,240,202,415.69,240,200,415.69,240,204,415.69,240,485.76,606,364318.56,843.33,843,836,851,5,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.36,79.22,0,1501.62,49.94,415.69,240,199,415.69,240,197,415.69,240,201,415.69,240,469.06,596,351790.56,814.33,812,806,825,5.01,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.4,79.17,0,1501.25,50.02,416.27,240.33,207,415.69,240,206,416.56,240,209,416.56,241,501.44,622,376066.94,869.33,869,862,877,4.93,1,0,0,0,0,0,0,0,0,0,1262.8,1
28.36,79.06,0,1500.75,50.02,417.42,241,203,417.42,241,202,417.42,241,207,417.42,241,487.98,612,365984.05,843.67,842,835,854,5,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.4,78.94,0,1499,50.01,415.69,240,196,415.69,240,194,415.69,240,199,415.69,240,479.23,590,359424,832,831,823,842,5.03,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.4,78.89,0,1498.75,49.92,415.69,240,184,415.69,240,182,415.69,240,187,415.69,240,459.07,552,344304,797,794,787,810,5,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.36,78.78,0,1499.5,50.03,416.85,240.67,184,416.56,241,182,416.56,240,186,417.42,241,440.52,553,330393.22,762.67,761,756,771,5.03,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.36,78.78,0,1500.38,50.01,415.69,240,181,415.69,240,179,415.69,240,184,415.69,240,434.11,544,325585.44,753.67,751,744,766,5.05,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.32,78.61,0,1498.38,50.07,416.27,240.33,180,415.69,240,175,416.56,240,180,416.56,241,427.22,534,320409.4,740.67,748,727,747,5.09,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.32,78.44,0,1500.38,49.99,417.42,241,172,417.42,241,169,417.42,241,175,417.42,241,405.84,517,304384.45,701.67,703,691,711,5.06,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.32,78.44,0,1496.12,50.02,415.69,240,166,415.69,240,163,415.69,240,167,415.69,240,411.26,497,308448,714,717,704,721,5.01,1,0,0,0,0,0,0,0,0,0,1262.75,1
28.36,78.33,0,1499.62,49.93,415.69,240,167,415.69,240,163,415.69,240,167,415.69,240,394.56,497,295920,685,691,675,689,4.94,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.36,78.22,0,1504.62,49.96,416.85,240.67,168,416.56,241,165,416.56,240,168,417.42,241,397.97,500,298478.93,689,694,681,692,4.94,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.4,78.22,0,1498.12,50,416.27,240.33,166,415.69,240,163,416.56,240,167,416.56,241,395.11,495,296326.89,685,691,676,688,4.92,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.4,78.22,0,1501.62,49.96,416.27,240.33,163,415.69,240,160,416.56,240,162,416.56,241,397.42,485,298057.27,689,695,680,692,4.97,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.36,78.17,0,1497.5,50.09,416.27,240.33,167,415.69,240,164,416.56,240,167,416.56,241,403.76,499,302815.8,700,706,694,700,5.03,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.36,78.17,0,1500.38,50.01,416.27,240.33,158,415.69,240,154,416.56,240,157,416.56,241,377.61,469,283206.31,654.67,662,647,655,4.93,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.36,78.06,0,1499,49.95,416.27,240.33,165,415.69,240,162,416.56,240,165,416.56,241,392.8,491,294596.51,681,687,674,682,4.94,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.4,77.94,0,1495.75,50,416.27,240.33,167,415.69,240,164,416.56,240,167,416.56,241,398.96,497,299212.29,691.67,697,684,694,4.98,1,0,0,0,0,0,0,0,0,0,1262.7,1
28.32,77.94,0,1501.5,49.94,416.27,240.33,167,415.69,240,161,416.56,240,165,416.56,241,391.07,493,293298.73,678,683,671,680,4.96,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.32,77.94,0,1498.75,50.04,416.27,240.33,160,415.69,240,157,416.56,240,160,416.56,241,382.23,477,286667.07,662.67,667,655,666,4.94,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.32,77.94,0,1503.88,49.97,416.27,240.33,149,415.69,240,147,416.56,240,150,416.56,241,359.54,446,269648.82,623.33,628,616,626,4.97,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.32,77.94,0,1500.75,49.97,417.42,241,160,417.42,241,157,417.42,241,160,417.42,241,377.31,477,282980.75,652.33,657,644,656,4.98,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.36,77.94,0,1502.62,49.94,416.27,240.33,161,415.69,240,158,416.56,240,161,416.56,241,383.58,480,287675.01,665,668,658,669,4.96,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.36,77.94,0,1500.75,49.96,416.27,240.33,160,415.69,240,158,416.56,240,160,416.56,241,385.69,478,289262.63,668.67,671,662,673,4.93,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.36,78,0,1499.62,50,416.27,240.33,158,415.69,240,155,416.56,240,158,416.56,241,376.27,471,282194.04,652.33,658,643,656,4.94,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.4,78.06,0,1500.38,50.03,416.27,240.33,149,415.69,240,148,416.56,240,150,416.56,241,358.97,447,269216.22,622.33,623,617,627,5,1,0,0,0,0,0,0,0,0,0,1262.65,1
28.4,78.06,0,1502.38,49.98,417.42,241,153,417.42,241,151,417.42,241,155,417.42,241,363.24,460,272426.4,628,627,621,636,4.98,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.36,78,0,1502.12,50.06,417.42,241,158,417.42,241,157,417.42,241,161,417.42,241,370.75,476,278065.8,641,639,633,651,4.94,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.36,78,0,1501,49.98,415.69,240,159,415.69,240,158,415.69,240,161,415.69,240,382.66,478,286990.56,664.33,664,657,672,4.94,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.36,78,0,1499.25,49.97,415.69,240,165,415.69,240,163,415.69,240,167,415.69,240,390.91,494,293185.44,678.67,676,671,689,4.97,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.32,78,0,1497.75,50.07,415.69,240,157,415.69,240,155,415.69,240,158,415.69,240,369.79,471,277344,642,646,633,647,4.96,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.36,77.94,0,1502.75,50.11,416.85,240.67,155,416.56,240,153,417.42,241,155,416.56,241,362.92,463,272196.33,628.33,629,620,636,4.98,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.36,77.94,0,1500.38,49.89,416.27,240.33,157,415.69,240,154,416.56,240,157,416.56,241,381.46,468,286087.39,661.33,664,654,666,4.94,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.32,77.94,0,1501.5,50.08,416.27,240.33,156,415.69,240,153,416.56,240,156,416.56,241,371.08,465,278300.7,643.33,645,634,651,5.01,1,0,0,0,0,0,0,0,0,0,1262.6,1
28.32,77.94,0,1501.25,50.06,417.42,241,162,417.42,241,159,417.42,241,163,417.42,241,384.83,484,288620.15,665.33,669,657,670,4.98,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.36,77.89,0,1497.75,50.08,416.27,240.33,153,415.69,240,149,416.56,240,153,416.56,241,361.27,454,270946.6,626.33,632,614,633,5,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.32,77.89,0,1497.88,50.06,416.85,240.67,157,416.56,241,156,416.56,240,158,417.42,241,372.75,471,279560.83,645.33,646,640,650,4.98,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.32,77.89,0,1499.62,50.04,415.69,240,154,415.69,240,152,415.69,240,155,415.69,240,363.65,461,272734.56,631.33,631,625,638,5,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.36,77.89,0,1500.75,49.95,416.27,240.33,158,415.69,240,156,416.56,240,158,416.56,241,371.08,472,278300.7,643.33,646,638,646,5,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.4,77.78,0,1498.75,50.02,415.69,240,155,415.69,240,153,415.69,240,156,415.69,240,369.79,463,277344,642,644,634,648,5,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.4,77.89,0,1499.62,49.96,415.69,240,150,415.69,240,148,415.69,240,150,415.69,240,381.31,448,285984,662,665,656,665,4.98,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.4,77.89,0,1502.62,49.9,417.42,241,154,417.42,241,152,417.42,241,155,417.42,241,363.62,460,272717.05,628.67,630,622,634,5.13,1,0,0,0,0,0,0,0,0,0,1262.55,1
28.36,77.89,0,1501.88,49.98,416.27,240.33,161,415.69,240,159,416.56,240,161,416.56,241,388.19,480,291135.76,673,677,666,676,5.1,1,0,0,0,0,0,0,0,0,0,1262.5,1
28.32,77.94,0,1497.75,50.05,415.69,240,158,415.69,240,155,415.69,240,159,415.69,240,389.76,472,292321.44,676.67,681,669,680,5.15,1,0,0,0,0,0,0,0,0,0,1262.5,1
28.32,77.94,0,1501.88,50,416.85,240.67,158,416.56,241,156,416.56,240,158,417.42,241,379.1,472,284326.09,656.33,661,649,659,5.15,1,0,0,0,0,0,0,0,0,0,1262.5,1
